clean_text,translated_text,subjektivitas,polaritas,sentimen
"gojek klo emng mau buat opsi gk boleh batalin pesanan gofood seenggaknya kasih kepastian bakal dpt driver atau enggak, saya udh 2 kali pesen gofood tp gk ada yg ngambil, pesanan saya gak dibatalin dan gk bisa ngebatalin pesanan juga. tolong diperbaiki dan kasih solusi juga ke costumer harus apa selain nunggu berjam jam tp ujungnya ttp gk dpt driver","gojek, if you really want to make an option, can't cancel gofood's order, at least give you certainty about whether you'll get a driver or not, i've ordered gofood twice but no one took it, my order wasn't canceled and i can't cancel the order either. please fix it and give a solution to the customer. what should i do besides waiting for hours but in the end i still can't get a driver?",0.30000000000000004,-0.04999999999999999,negatif
sangat membantu 👍,very helpful 👍,0.3,0.2,positif
"apk jelek apaan coba makanan nya ga di kirim 1 jam lebih, otak nya ga pernah ada emng","what's the bad app, try the food and it's not delivered for more than an hour, the brain never exists",0.5833333333333333,-0.09999999999999992,negatif
mantap,solid,0.1,0.0,netral
mantap,solid,0.1,0.0,netral
teranportasi paling lengkap dan cepat.,transported most completely and quickly.,0.4666666666666666,0.3111111111111111,positif
"ketika mencari driver mesti kedapetan driver yang jauh², nunggu 30 menit trus di cancel sama drivernya.","when looking for a driver you have to find a driver who is far away, wait 30 minutes then cancel with the driver.",1.0,0.1,positif
mantap,solid,0.1,0.0,netral
pokonyaa palingg best dehh gojekk 👆🏻🤙🏻✔💫,gojekk is the best 👆🏻🤙🏻✔💫,0.3,1.0,positif
sering sering diskon min,often discounts min,0.0,0.0,netral
"pernah gofood dan bayar pake kartu debit. saya coba pesan 2x dan saldo udah dipotong, yang kembali cuma 1x. udah lapor cs dan disuruh nunggu 14 hari kerja. udah lebih 14 hari kerja masih belum kembali. lapor di aplikasi masih malah dianggap udah. chat cs di ig malah suruh coba lagi di aplikasi. tapi sekarang udah dibalikin","i've been to gofood and paid using a debit card. i tried ordering twice and the balance was deducted, but only got back once. i reported cs and was told to wait 14 working days. it's been more than 14 working days and still haven't returned it. reporting in the application is still considered complete. cs chat on ig even told you to try again in the application. but now it's been reversed",0.475,0.15,positif
"mau beli makanan dan jajan karna lagi nggak enak badan lewat go mart tapi drivernya nggak ada yang nerima, jelek banget, padahal kalau dipikir aku selalu ngasi tip ke mereka. tolong deh perbaiki ini, masa iya puluhan bahkan ratusan driver nggak ada masuk notifnya makin malah susah mau mesan sesuatu kalau di bilang sabar terus aku bahkan nunggu dari jam 5-8 malam ni karna nggak ada yang mau. ampun dah","i wanted to buy food and snacks because i wasn't feeling well via go mart but the driver didn't accept it, it was really bad, even though i thought about it, i always gave them a tip. please fix this, it's true that tens or even hundreds of drivers don't get notifications, it's even harder to order something if they say be patient and i even waited from 5-8 tonight because no one wanted it. i'm sorry",0.5791666666666666,-0.23749999999999996,negatif
waktu gofood 1 porsi bakso sejam ga kira2 lho rek mas e,gofood time 1 portion of meatballs an hour is not about lho rek mas e,0.0,0.0,netral
iklan go mart nya ganggu banget ngaco...sial,the go mart ad is really annoying... damn,0.9,-0.8,negatif
"selama ini bagus sih, banyak promo yg saya pakai dan mudah2n slalu ada promo2 yg menarik","so far it's been good, i've used lots of promotions and hopefully there are always interesting promotions",0.7000000000000001,0.4333333333333333,positif
baik,good,0.6000000000000001,0.7,positif
"plis promo nya yang jelas khusus buat goride, saya tiap hari pake goride knpa ga pernah dpt promo, sedangkan temen saya slalu dpt potongan 😓 sampe2 saya beli loh buat dpt potongan :' kek gaadil gt pls","please make sure the promo is clearly specifically for goride, i use goride every day, why don't i ever get a promo, while my friend always gets a discount 😓 until i buy it to get a discount :' kek gaadil gt pls",0.6361111111111111,0.3,positif
parah banget gue nungguin pesanan satu jam lebih gatau nya ga diproses sama restorannya dan ga bisa dibatalin parah banget,"it's really bad, i've been waiting for my order for more than an hour, i don't know if it's not processed by the restaurant and it can't be canceled, it's really bad.",0.611111111111111,-0.2999999999999999,negatif
"pelayanan rata"" udh bagus , cmn kalau di daerah pinggiran agak susah","average service is good, but in the outskirts it's a bit difficult",0.6666666666666666,0.016666666666666646,positif
nyusahin aplikasi satu ini.. mau bayar gopay lupa pin jd eror mulu,"this application is a problem... i want to pay gopay, forgetting my pin, so there are lots of errors",0.0,0.0,netral
driver pada nolak kalo misalnya pilih ongkos hemat. kalo gitu udahlah hapus aja fitur hematnya,"the driver refuses if, for example, he chooses an economical fare. if that's the case, just delete the saving feature",0.9,0.3,positif
aplikasi yg sangat membantu dan mudah mendapatkan pelayanan,very helpful application and easy to get service,0.5666666666666667,0.31666666666666665,positif
gopaylater belum bisa aktif,gopaylater can't be activated yet,0.0,0.0,netral
good job,good job,0.6000000000000001,0.7,positif
mantap,solid,0.1,0.0,netral
gocar lama cari driver,gocar took a long time looking for a driver,0.4,-0.05,negatif
t.o.p aplikasi,t.o.p app,0.0,0.0,netral
aplikasi benar benar brengsek mesan makanan saja mesti di batalkan saya sudah menunggu 2 jam dan tidak datang datang juga maunya apa kapan saya harus makan?,"the application is really a jerk, just ordering food has to be cancelled. i've been waiting for 2 hours and it doesn't come. what do i want? when should i eat?",0.2,0.2,positif
responsif,responsive,0.0,0.0,netral
makin buruk aplikasi ini .nyesal aku beli paket gojek plus .banyak makanan gofood discon 50..saat mau pesan discon hnya berlaku pakai kartu bank tertentu. tidak berlaku cash atau dengan gopay. .woi tak semua pakai py kartu bank mega atau lainnya..taik buat kesel..bagus kuhapus saja pakai grab!,"this application is getting worse. i regret buying the gojek plus package. many gofood meals have a 50 discount... when i want to order the discount is only valid using certain bank cards. does not apply cash or gopay. wow, not everyone uses mega bank cards or anything else.",0.7342857142857143,0.08285714285714285,positif
👍🏻😁,👍🏻😁,0.0,0.0,netral
"susah nyari driver, pada males drivernya kali. mending grab","it's hard to find a driver, sometimes the driver is lazy. better grab it",0.6805555555555555,-0.013888888888888914,negatif
ok bgt,ok,0.5,0.5,positif
"tolong d perbaiki rute pengirimannya,,yg harusnya lewat jalan utama malah di lewatkan jalan sempit karena terlalu lama kami menunggu pesenannya...","please improve the delivery route, what should have been via the main road was instead missed on a narrow road because we waited too long for the order...",0.37777777777777777,-0.027777777777777787,negatif
driver nya pada songong belagu,the driver is in songong belagu,0.0,0.0,netral
approved,approved,0.0,0.0,netral
mantap,solid,0.1,0.0,netral
"mantap, sukses selalu","great, always successful",0.85,0.775,positif
"tiap buka aplikasi atau mau nonton heran gojek muncul mulu,udah mau bangkrut apa gimana risi mengganggu banget makannya auto uninstall dan ganti ke grab, padahal saya pelanggan setia gojek dari lama tapi karena mengganggu banget iklannya saya hapus aplikasinya","every time i open the application or want to watch, i'm surprised that gojek keeps appearing, i'm about to go bankrupt, what's wrong, it's really annoying, it automatically uninstalls and changes to grab, even though i've been a loyal gojek customer for a long time, but because the ads are so annoying, i deleted the app.",0.761904761904762,-0.24523809523809528,negatif
mantap,solid,0.1,0.0,netral
mnto,mnto,0.0,0.0,netral
banyak promonya,lots of promotions,0.0,0.0,netral
"lintah darat banget, yg laen kalau telat bayar denda paling 10 persen, disini denda 50.000 , perusahaan anj**ng","really loan sharks, the other thing is if you pay late the fine is at most 10 percent, here the fine is 50,000, dog company",0.4458333333333333,0.18472222222222223,positif
"perusahaan besar dengan mitra sebagaian besar buruk , tolong lebih selektif lagi dalam memilih mitra/driver kebanyakan saya menemukan mitra gojek tidak seperti niat bekerja. customer menggunakan jasa layanan untuk mengefisienkan waktu bukan untuk berdebat di chat banyak juga driver yg buta arah dan emosian serta membatalkan pesanan secara sepihak. kalau perlu driver yang semena-mena membatalkan pesanan sepihak di suspen saja dan langsung blacklist agar membentuk mitra yg disiplin.","a big company with mostly bad partners, please be more selective in choosing partners/drivers. most of the time i find gojek partners don't like working. customers use services to save time, not to argue in chat, there are also many drivers who are blind and emotional and cancel orders unilaterally. if necessary, drivers who arbitrarily cancel orders will be suspended and immediately blacklisted to form disciplined partners.",0.5759259259259258,0.02222222222222224,positif
sangat membantu di saat males kluar rumah apa lagi di saat panas dan macet,"very helpful when you're too lazy to leave the house, especially when it's hot and traffic jams",0.7875,0.05,positif
mantaap,temperature,0.0,0.0,netral
pertahankan harga ekonomis untuk pengguna setia,keep prices economical for loyal users,0.8666666666666667,0.31666666666666665,positif
great,great,0.75,0.8,positif
aplikasi nya bagus,the application is good,0.6000000000000001,0.7,positif
terbantu,helped,0.0,0.0,netral
"biaya penanganan semakin naik dan biaya pengirimannya, voucher juga tidak tersedia, tolong ya pihak gojek, klo bisa diturunin lagi biaya penanganannya dan pengiriman, biaya tersebut benar-benar ngelunjak melebihi biaya pemesanan, ini untuk pesanan gofood, bukan hanya itu saja biaya pengemasan dan biaya penanganan besar sekali, belum lagi minta biaya parkir, kenapa makin lama, makin banyak bgt biaya yg harus dibayar? blm lgi biaya belanjaan yg gada diskon","handling fees are increasing and delivery fees are increasing, vouchers are also not available, please gojek, if you can lower the handling and delivery fees, these fees have really risen to more than the ordering costs, this is for gofood orders, that's not all the packaging and shipping costs the handling is huge, not to mention asking for parking fees, why is it that the longer it takes, the more fees you have to pay? not to mention the cost of groceries which are not discounted",0.5,0.28,positif
"kadang sudah nunggu lama tapi driver nya tdk datang"".. makanya aplikasi nya di perbaiki lagi di upgrade.. kalau bisa driver yg acc coustumer mana yg mau di ambil. jgn app yg acc trus lempar ke driver.. harus nya driver yg acc.. biar kita ngak nunggu lama. ujung2 nya "" kak maaf saya kejahuan. cancel aja ya kak"" ribet lu. udh motong nya kebanyakan. man kasian driver nya juga. pas driver nya di telfon "" saya lagi makan kak"" ""saya lagi istirahat kak cancel aja yah.""","sometimes i've been waiting for a long time but the driver doesn't come"".. that's why the application is being repaired and upgraded... if possible, the driver who agrees with the customer will take it. don't give the app an acc and then throw it at the driver... it has to be an acc driver. . just cancel it, sis,"" you're so complicated. i've cut too much. man, poor driver too. when the driver called, ""i'm eating, bro."" ""i'm resting, bro. just cancel it, bro.""",0.64,-0.15,negatif
